PlayerName,SoldPrice,Role,TeamName,Nationality,BasePrice,CappedStatus,AuctionYear
Jitesh Sharma,2000000,Wicket Keeper,Punjab Kings,Indian,,Unknown,2022
Prabhsimran Singh,6000000,Wicket Keeper,Punjab Kings,Indian,,Unknown,2022
Ishan Porel,2500000,Bowler,Punjab Kings,Indian,,Unknown,2022
Liam Livingstone,115000000,All-Rounder,Punjab Kings,Overseas,,Unknown,2022
Odean Smith,60000000,All-Rounder,Punjab Kings,Overseas,,Unknown,2022
Sandeep Sharma,5000000,Bowler,Punjab Kings,Indian,,Unknown,2022
Raj Angad Bawa,20000000,All-Rounder,Punjab Kings,Indian,,Unknown,2022
Rishi Dhawan,5500000,All-Rounder,Punjab Kings,Indian,,Unknown,2022
Nathan Ellis,7500000,Bowler,Punjab Kings,Overseas,,Unknown,2022
Prerak Mankad,2000000,All-Rounder,Punjab Kings,Indian,,Unknown,2022
Atharva Taide,2000000,All-Rounder,Punjab Kings,Indian,,Unknown,2022
Vaibhav Arora,20000000,Bowler,Punjab Kings,Indian,,Unknown,2022
Bhanuka Rajapaksa,5000000,Batsman,Punjab Kings,Overseas,,Unknown,2022
Benny Howell,4000000,All-Rounder,Punjab Kings,Overseas,,Unknown,2022
Writtick Chatterjee,2000000,All-Rounder,Punjab Kings,Indian,,Unknown,2022
Baltej Dhanda,2000000,Bowler,Punjab Kings,Indian,,Unknown,2022
Ansh Patel,2000000,All-Rounder,Punjab Kings,Indian,,Unknown,2022
R. Ashwin,50000000,All-Rounder,Rajasthan Royals,Indian,,Unknown,2022
Trent Boult,80000000,Bowler,Rajasthan Royals,Overseas,,Unknown,2022
Shimron Hetmyer,85000000,Batsman,Rajasthan Royals,Overseas,,Unknown,2022
Devdutt Padikkal,77500000,Batsman,Rajasthan Royals,Indian,,Unknown,2022
Prasidh Krishna,100000000,Bowler,Rajasthan Royals,Indian,,Unknown,2022
Yuzvendra Chahal,65000000,Bowler,Rajasthan Royals,Indian,,Unknown,2022
Riyan Parag,38000000,All-Rounder,Rajasthan Royals,Indian,,Unknown,2022
K.C Cariappa,3000000,Bowler,Rajasthan Royals,Indian,,Unknown,2022
James Neesham,15000000,All-Rounder,Rajasthan Royals,Overseas,,Unknown,2022
Nathan Coulter-Nile,20000000,Bowler,Rajasthan Royals,Overseas,,Unknown,2022
Navdeep Saini,26000000,Bowler,Rajasthan Royals,Indian,,Unknown,2022
Kuldeep  Sen,2000000,Bowler,Rajasthan Royals,Indian,,Unknown,2022
Karun Nair,14000000,Batsman,Rajasthan Royals,Indian,,Unknown,2022
Rassie Van Der Dussen,10000000,Batsman,Rajasthan Royals,Overseas,,Unknown,2022
Daryl Mitchell,7500000,All-Rounder,Rajasthan Royals,Overseas,,Unknown,2022
Obed Mccoy,7500000,Bowler,Rajasthan Royals,Overseas,,Unknown,2022
Dhruv Jurel,2000000,Wicket Keeper,Rajasthan Royals,Indian,,Unknown,2022
Tejas Baroka,2000000,Bowler,Rajasthan Royals,Indian,,Unknown,2022
Kuldip Yadav,2000000,Bowler,Rajasthan Royals,Indian,,Unknown,2022
Shubham Garhwal,2000000,All-Rounder,Rajasthan Royals,Indian,,Unknown,2022
Anunay Singh,2000000,All-Rounder,Rajasthan Royals,Indian,,Unknown,2022
Faf Du Plessis,70000000,Batsman,Royal Challengers Bengaluru,Overseas,,Unknown,2022
Wanindu Hasaranga,107500000,All-Rounder,Royal Challengers Bengaluru,Overseas,,Unknown,2022
Harshal Patel,107500000,All-Rounder,Royal Challengers Bengaluru,Indian,,Unknown,2022
Dinesh  Karthik,55000000,Wicket Keeper,Royal Challengers Bengaluru,Indian,,Unknown,2022
Josh Hazlewood,77500000,Bowler,Royal Challengers Bengaluru,Overseas,,Unknown,2022
Shahbaz Ahamad,24000000,All-Rounder,Royal Challengers Bengaluru,Indian,,Unknown,2022
Anuj Rawat,34000000,Wicket Keeper,Royal Challengers Bengaluru,Indian,,Unknown,2022
Akash  Deep,2000000,Bowler,Royal Challengers Bengaluru,Indian,,Unknown,2022
Karn Sharma,5000000,Bowler,Royal Challengers Bengaluru,Indian,,Unknown,2022
Mahipal Lomror,9500000,All-Rounder,Royal Challengers Bengaluru,Indian,,Unknown,2022
Finn Allen,8000000,Batsman,Royal Challengers Bengaluru,Overseas,,Unknown,2022
Sherfane Rutherford,10000000,All-Rounder,Royal Challengers Bengaluru,Overseas,,Unknown,2022
Jason Behrendorff,7500000,Bowler,Royal Challengers Bengaluru,Overseas,,Unknown,2022
Siddharth  Kaul,7500000,Bowler,Royal Challengers Bengaluru,Indian,,Unknown,2022
Suyash Prabhudessai,3000000,All-Rounder,Royal Challengers Bengaluru,Indian,,Unknown,2022
Luvnith Sisodia,2000000,Wicket Keeper,Royal Challengers Bengaluru,Indian,,Unknown,2022
Chama Milind,2500000,Bowler,Royal Challengers Bengaluru,Indian,,Unknown,2022
Aneeshwar Gautam,2000000,All-Rounder,Royal Challengers Bengaluru,Indian,,Unknown,2022
David Willey,20000000,All-Rounder,Royal Challengers Bengaluru,Overseas,,Unknown,2022
Washington Sundar,87500000,All-Rounder,Sunrisers Hyderabad,Indian,,Unknown,2022
Nicholas Pooran,107500000,Wicket Keeper,Sunrisers Hyderabad,Overseas,,Unknown,2022
Bhuvneshwar Kumar,42000000,Bowler,Sunrisers Hyderabad,Indian,,Unknown,2022
T. Natarajan,40000000,Bowler,Sunrisers Hyderabad,Indian,,Unknown,2022
Priyam  Garg,2000000,Batsman,Sunrisers Hyderabad,Indian,,Unknown,2022
Rahul Tripathi,85000000,Batsman,Sunrisers Hyderabad,Indian,,Unknown,2022
Abhishek Sharma,65000000,All-Rounder,Sunrisers Hyderabad,Indian,,Unknown,2022
Vishnu Vinod,5000000,Wicket Keeper,Sunrisers Hyderabad,Indian,,Unknown,2022
Kartik Tyagi,40000000,Bowler,Sunrisers Hyderabad,Indian,,Unknown,2022
Shreyas Gopal,7500000,Bowler,Sunrisers Hyderabad,Indian,,Unknown,2022
Jagadeesha Suchith,2000000,Bowler,Sunrisers Hyderabad,Indian,,Unknown,2022
Aiden Markram,26000000,Batsman,Sunrisers Hyderabad,Overseas,,Unknown,2022
Marco Jansen,42000000,All-Rounder,Sunrisers Hyderabad,Overseas,,Unknown,2022
Romario Shepherd,77500000,All-Rounder,Sunrisers Hyderabad,Overseas,,Unknown,2022
Glenn Phillips,15000000,Wicket Keeper,Sunrisers Hyderabad,Overseas,,Unknown,2022
Fazalhaq Farooqi,5000000,Bowler,Sunrisers Hyderabad,Overseas,,Unknown,2022
Sean Abbott,24000000,Bowler,Sunrisers Hyderabad,Overseas,,Unknown,2022
R Samarth,2000000,Batsman,Sunrisers Hyderabad,Indian,,Unknown,2022
Shashank Singh,2000000,All-Rounder,Sunrisers Hyderabad,Indian,,Unknown,2022
Saurabh Dubey,2000000,Bowler,Sunrisers Hyderabad,Indian,,Unknown,2022
Ajinkya Rahane,5000000,Batsman,Chennai Super Kings,Indian,,Unknown,2023
Bhagath Varma,2000000,All-Rounder,Chennai Super Kings,Indian,,Unknown,2023
Kyle Jamieson,10000000,Bowler,Chennai Super Kings,Overseas,,Unknown,2023
Ajay Mandal,2000000,All-Rounder,Chennai Super Kings,Indian,,Unknown,2023
Nishant Sindhu,6000000,All-Rounder,Chennai Super Kings,Indian,,Unknown,2023
Shaik Rasheed,2000000,Batsman,Chennai Super Kings,Indian,,Unknown,2023
Ben Stokes,162500000,All-Rounder,Chennai Super Kings,Overseas,,Unknown,2023
Phil Salt,20000000,Wicket Keeper,Delhi Capitals,Overseas,,Unknown,2023
Ishant Sharma,5000000,Bowler,Delhi Capitals,Indian,,Unknown,2023
Rilee Rossouw,46000000,Batsman,Delhi Capitals,Overseas,,Unknown,2023
Manish Pandey,24000000,Batsman,Delhi Capitals,Indian,,Unknown,2023
Mukesh Kumar,55000000,Bowler,Delhi Capitals,Indian,,Unknown,2023
Shivam Mavi,60000000,Bowler,Gujarat Titans,Indian,,Unknown,2023
K.S. Bharat,12000000,Wicket Keeper,Gujarat Titans,Indian,,Unknown,2023
Urvil Patel,2000000,Wicket Keeper,Gujarat Titans,Indian,,Unknown,2023
Mohit Sharma,5000000,Bowler,Gujarat Titans,Indian,,Unknown,2023
Joshua Little,44000000,Bowler,Gujarat Titans,Overseas,,Unknown,2023
Kane Williamson,20000000,Batsman,Gujarat Titans,Overseas,,Unknown,2023
Odean Smith,5000000,All-Rounder,Gujarat Titans,Overseas,,Unknown,2023
Kulwant Khejroliya,2000000,Bowler,Kolkata Knight Riders,Indian,,Unknown,2023
Shakib Al Hasan,15000000,All-Rounder,Kolkata Knight Riders,Overseas,,Unknown,2023
Vaibhav Arora,6000000,Bowler,Kolkata Knight Riders,Indian,,Unknown,2023
N. Jagadeesan,9000000,Wicket Keeper,Kolkata Knight Riders,Indian,,Unknown,2023
David Wiese,10000000,All-Rounder,Kolkata Knight Riders,Overseas,,Unknown,2023
Mandeep Singh,5000000,Batsman,Kolkata Knight Riders,Indian,,Unknown,2023
Litton Das,5000000,Wicket Keeper,Kolkata Knight Riders,Overseas,,Unknown,2023
Suyash Sharma,2000000,Bowler,Kolkata Knight Riders,Indian,,Unknown,2023
Amit Mishra,5000000,Bowler,Lucknow Super Giants,Indian,,Unknown,2023
Nicholas Pooran,160000000,Wicket Keeper,Lucknow Super Giants,Overseas,,Unknown,2023
Romario Shepherd,5000000,All-Rounder,Lucknow Super Giants,Overseas,,Unknown,2023
Daniel Sams,7500000,All-Rounder,Lucknow Super Giants,Overseas,,Unknown,2023
Swapnil Singh,2000000,All-Rounder,Lucknow Super Giants,Indian,,Unknown,2023
Yudhvir Charak,2000000,All-Rounder,Lucknow Super Giants,Indian,,Unknown,2023
Prerak Mankad,2000000,All-Rounder,Lucknow Super Giants,Indian,,Unknown,2023
Yash Thakur,4500000,Bowler,Lucknow Super Giants,Indian,,Unknown,2023
Naveen Ul Haq,5000000,Bowler,Lucknow Super Giants,Overseas,,Unknown,2023
Jaydev Unadkat,5000000,Bowler,Lucknow Super Giants,Indian,,Unknown,2023
Jhye Richardson,15000000,Bowler,Mumbai Indians,Overseas,,Unknown,2023
Nehal Wadhera,2000000,All-Rounder,Mumbai Indians,Indian,,Unknown,2023
Raghav Goyal,2000000,Bowler,Mumbai Indians,Indian,,Unknown,2023
Cameron Green,175000000,All-Rounder,Mumbai Indians,Overseas,,Unknown,2023
Vishnu Vinod,2000000,Wicket Keeper,Mumbai Indians,Indian,,Unknown,2023
Duan Jansen,2000000,All-Rounder,Mumbai Indians,Overseas,,Unknown,2023
Piyush Chawla,5000000,Bowler,Mumbai Indians,Indian,,Unknown,2023
Shams Mulani,2000000,All-Rounder,Mumbai Indians,Indian,,Unknown,2023
Harpreet Bhatia,4000000,Batsman,Punjab Kings,Indian,,Unknown,2023
Shivam Singh,2000000,All-Rounder,Punjab Kings,Indian,,Unknown,2023
Vidwath Kaverappa,2000000,Bowler,Punjab Kings,Indian,,Unknown,2023
Mohit Rathee,2000000,All-Rounder,Punjab Kings,Indian,,Unknown,2023
Sam Curran,185000000,All-Rounder,Punjab Kings,Overseas,,Unknown,2023
Sikandar Raza,5000000,All-Rounder,Punjab Kings,Overseas,,Unknown,2023
Jason Holder,57500000,All-Rounder,Rajasthan Royals,Overseas,,Unknown,2023
Adam Zampa,15000000,Bowler,Rajasthan Royals,Overseas,,Unknown,2023
Abdul P A,2000000,All-Rounder,Rajasthan Royals,Indian,,Unknown,2023
Akash Vashisht,2000000,All-Rounder,Rajasthan Royals,Indian,,Unknown,2023
Donovan Ferreira,5000000,Wicket Keeper,Rajasthan Royals,Overseas,,Unknown,2023
Kunal Rathore,2000000,Wicket Keeper,Rajasthan Royals,Indian,,Unknown,2023
Joe Root,10000000,Batsman,Rajasthan Royals,Overseas,,Unknown,2023
Murugan Ashwin,2000000,Bowler,Rajasthan Royals,Indian,,Unknown,2023
K.M. Asif,3000000,Bowler,Rajasthan Royals,Indian,,Unknown,2023
Sonu Yadav,2000000,All-Rounder,Royal Challengers Bengaluru,Indian,,Unknown,2023
Himanshu Sharma,2000000,Bowler,Royal Challengers Bengaluru,Indian,,Unknown,2023
Avinash Singh,6000000,Bowler,Royal Challengers Bengaluru,Indian,,Unknown,2023
Manoj Bhandage,2000000,All-Rounder,Royal Challengers Bengaluru,Indian,,Unknown,2023
Will Jacks,32000000,Batsman,Royal Challengers Bengaluru,Overseas,,Unknown,2023
Reece Topley,19000000,Bowler,Royal Challengers Bengaluru,Overseas,,Unknown,2023
Rajan Kumar,7000000,Bowler,Royal Challengers Bengaluru,Indian,,Unknown,2023
Sanvir Singh,2000000,All-Rounder,Sunrisers Hyderabad,Indian,,Unknown,2023
Harry Brook,132500000,Batsman,Sunrisers Hyderabad,Overseas,,Unknown,2023
Heinrich Klaasen,52500000,Wicket Keeper,Sunrisers Hyderabad,Overseas,,Unknown,2023
Akeal Hosein,10000000,Bowler,Sunrisers Hyderabad,Overseas,,Unknown,2023
Mayank Markande,5000000,Bowler,Sunrisers Hyderabad,Indian,,Unknown,2023
Adil Rashid,20000000,Bowler,Sunrisers Hyderabad,Overseas,,Unknown,2023
Anmolpreet Singh,2000000,Batsman,Sunrisers Hyderabad,Indian,,Unknown,2023
Vivrant Sharma,26000000,All-Rounder,Sunrisers Hyderabad,Indian,,Unknown,2023
Samarth Vyas,2000000,All-Rounder,Sunrisers Hyderabad,Indian,,Unknown,2023
Upendra Singh Yadav,2500000,Wicket Keeper,Sunrisers Hyderabad,Indian,,Unknown,2023
Nitish Kumar Reddy,2000000,Wicket Keeper,Sunrisers Hyderabad,Indian,,Unknown,2023
Mayank Agarwal,82500000,Batsman,Sunrisers Hyderabad,Indian,,Unknown,2023
Mayank Dagar,18000000,All-Rounder,Sunrisers Hyderabad,Indian,,Unknown,2023
Avanish Rao Aravelly,2000000,Wicket Keeper,Chennai Super Kings,Indian,,Unknown,2024
Mustafizur Rahman,20000000,Bowler,Chennai Super Kings,Overseas,,Unknown,2024
Daryl Mitchell,140000000,All-Rounder,Chennai Super Kings,Overseas,,Unknown,2024
Sameer Rizvi,84000000,Batsman,Chennai Super Kings,Indian,,Unknown,2024
Rachin Ravindra,18000000,All-Rounder,Chennai Super Kings,Overseas,,Unknown,2024
Shardul Thakur,40000000,All-Rounder,Chennai Super Kings,Indian,,Unknown,2024
Ricky Bhui,2000000,Wicket Keeper,Delhi Capitals,Indian,,Unknown,2024
Sumit Kumar,10000000,All-Rounder,Delhi Capitals,Indian,,Unknown,2024
Swastik Chhikara,2000000,Batsman,Delhi Capitals,Indian,,Unknown,2024
Jhye Richardson,50000000,Bowler,Delhi Capitals,Overseas,,Unknown,2024
Shai Hope,7500000,Wicket Keeper,Delhi Capitals,Overseas,,Unknown,2024
Rasikh Dar,2000000,Bowler,Delhi Capitals,Indian,,Unknown,2024
Kumar Kushagra,72000000,Wicket Keeper,Delhi Capitals,Indian,,Unknown,2024
Tristan Stubbs,5000000,Wicket Keeper,Delhi Capitals,Overseas,,Unknown,2024
Harry Brook,40000000,Batsman,Delhi Capitals,Overseas,,Unknown,2024
Kartik Tyagi,6000000,Bowler,Gujarat Titans,Indian,,Unknown,2024
Spencer Johnson,100000000,Bowler,Gujarat Titans,Overseas,,Unknown,2024
Manav Suthar,2000000,Bowler,Gujarat Titans,Indian,,Unknown,2024
Robin Minz,36000000,Wicket Keeper,Gujarat Titans,Indian,,Unknown,2024
Sushant Mishra,22000000,Bowler,Gujarat Titans,Indian,,Unknown,2024
Azmatullah Omarzai,5000000,All-Rounder,Gujarat Titans,Overseas,,Unknown,2024
Shahrukh Khan,74000000,All-Rounder,Gujarat Titans,Indian,,Unknown,2024
Umesh Yadav,58000000,Bowler,Gujarat Titans,Indian,,Unknown,2024
Mujeeb Rahman,20000000,Bowler,Kolkata Knight Riders,Overseas,,Unknown,2024
Manish Pandey,5000000,Batsman,Kolkata Knight Riders,Indian,,Unknown,2024
Gus Atkinson,10000000,Bowler,Kolkata Knight Riders,Overseas,,Unknown,2024
Angkrish Raghuvanshi,2000000,Batsman,Kolkata Knight Riders,Indian,,Unknown,2024
Mitchell  Starc,247500000,Bowler,Kolkata Knight Riders,Overseas,,Unknown,2024
Sherfane Rutherford,15000000,Batsman,Kolkata Knight Riders,Overseas,,Unknown,2024
Ramandeep  Singh,2000000,All-Rounder,Kolkata Knight Riders,Indian,,Unknown,2024
K.S. Bharat,5000000,Wicket Keeper,Kolkata Knight Riders,Indian,,Unknown,2024
Chetan Sakariya,5000000,Bowler,Kolkata Knight Riders,Indian,,Unknown,2024
Sakib Hussain,2000000,Bowler,Kolkata Knight Riders,Indian,,Unknown,2024
Ashton Turner,10000000,Batsman,Lucknow Super Giants,Overseas,,Unknown,2024
David Willey,20000000,All-Rounder,Lucknow Super Giants,Overseas,,Unknown,2024
M. Siddharth,24000000,Bowler,Lucknow Super Giants,Indian,,Unknown,2024
Shivam  Mavi,64000000,Bowler,Lucknow Super Giants,Indian,,Unknown,2024
Arshin Kulkarni,2000000,All-Rounder,Lucknow Super Giants,Indian,,Unknown,2024
Mohd. Arshad Khan,2000000,All-Rounder,Lucknow Super Giants,Indian,,Unknown,2024
Dilshan Madushanka,46000000,Bowler,Mumbai Indians,Overseas,,Unknown,2024
Shreyas Gopal,2000000,Bowler,Mumbai Indians,Indian,,Unknown,2024
Shivalik Sharma,2000000,All-Rounder,Mumbai Indians,Indian,,Unknown,2024
Anshul Kamboj,2000000,All-Rounder,Mumbai Indians,Indian,,Unknown,2024
Mohammad Nabi,15000000,All-Rounder,Mumbai Indians,Overseas,,Unknown,2024
Naman Dhir,2000000,All-Rounder,Mumbai Indians,Indian,,Unknown,2024
Nuwan Thushara,48000000,Bowler,Mumbai Indians,Overseas,,Unknown,2024
Gerald Coetzee,50000000,All-Rounder,Mumbai Indians,Overseas,,Unknown,2024
Chris Woakes,42000000,All-Rounder,Punjab Kings,Overseas,,Unknown,2024
Tanay Thyagarajann,2000000,All-Rounder,Punjab Kings,Indian,,Unknown,2024
Vishwanath Pratap Singh,2000000,All-Rounder,Punjab Kings,Indian,,Unknown,2024
Ashutosh Sharma,2000000,All-Rounder,Punjab Kings,Indian,,Unknown,2024
Shashank  Singh,2000000,Batsman,Punjab Kings,Indian,,Unknown,2024
Rilee Rossouw,80000000,Batsman,Punjab Kings,Overseas,,Unknown,2024
Prince Choudhary,2000000,Bowler,Punjab Kings,Indian,,Unknown,2024
Harshal Patel,117500000,All-Rounder,Punjab Kings,Indian,,Unknown,2024
Shubham Dubey,58000000,Batsman,Rajasthan Royals,Indian,,Unknown,2024
Rovman Powell,74000000,Batsman,Rajasthan Royals,Overseas,,Unknown,2024
Abid Mushtaq,2000000,All-Rounder,Rajasthan Royals,Indian,,Unknown,2024
Nandre Burger,5000000,Bowler,Rajasthan Royals,Overseas,,Unknown,2024
Tom Kohler-Cadmore,4000000,Wicket Keeper,Rajasthan Royals,Overseas,,Unknown,2024
Lockie Ferguson,20000000,Bowler,Royal Challengers Bengaluru,Overseas,,Unknown,2024
Tom Curran,15000000,All-Rounder,Royal Challengers Bengaluru,Overseas,,Unknown,2024
Saurav Chuahan,2000000,Batsman,Royal Challengers Bengaluru,Indian,,Unknown,2024
Alzarri Joseph,115000000,Bowler,Royal Challengers Bengaluru,Overseas,,Unknown,2024
Swapnil Singh,2000000,All-Rounder,Royal Challengers Bengaluru,Indian,,Unknown,2024
Yash  Dayal,50000000,Bowler,Royal Challengers Bengaluru,Indian,,Unknown,2024
Jhathavedh Subramanyan,2000000,Bowler,Sunrisers Hyderabad,Indian,,Unknown,2024
Akash Singh,2000000,Bowler,Sunrisers Hyderabad,Indian,,Unknown,2024
Jaydev Unadkat,16000000,Bowler,Sunrisers Hyderabad,Indian,,Unknown,2024
Wanindu Hasaranga,15000000,All-Rounder,Sunrisers Hyderabad,Overseas,,Unknown,2024
Pat Cummins,205000000,All-Rounder,Sunrisers Hyderabad,Overseas,,Unknown,2024
Travis Head,68000000,Batsman,Sunrisers Hyderabad,Overseas,,Unknown,2024
Noor Ahmad,100000000,Unknown,Chennai Super Kings,Overseas,20000000.0,Capped,2025
Ravichandaran Ashwin,97500000,Unknown,Chennai Super Kings,Indian,20000000.0,Capped,2025
Devon Conway,62500000,Unknown,Chennai Super Kings,Overseas,20000000.0,Capped,2025
Syed Khaleel Ahmed,48000000,Unknown,Chennai Super Kings,Indian,20000000.0,Capped,2025
Rachin Ravindra,40000000,Unknown,Chennai Super Kings,Overseas,15000000.0,Capped,2025
Anshul Kamboj,34000000,Unknown,Chennai Super Kings,Indian,3000000.0,Uncapped,2025
Rahul Tripathi,34000000,Unknown,Chennai Super Kings,Indian,7500000.0,Capped,2025
Sam Curran,24000000,Unknown,Chennai Super Kings,Overseas,20000000.0,Capped,2025
Gurjapneet Singh,22000000,Unknown,Chennai Super Kings,Indian,3000000.0,Uncapped,2025
Nathan Ellis,20000000,Unknown,Chennai Super Kings,Overseas,12500000.0,Capped,2025
Deepak Hooda,17000000,Unknown,Chennai Super Kings,Indian,7500000.0,Capped,2025
Jamie Overton,15000000,Unknown,Chennai Super Kings,Overseas,15000000.0,Capped,2025
Vijay Shankar,12000000,Unknown,Chennai Super Kings,Indian,3000000.0,Uncapped,2025
Vansh Bedi,5500000,Unknown,Chennai Super Kings,Indian,3000000.0,Uncapped,2025
Andre Siddarth,3000000,Unknown,Chennai Super Kings,Indian,3000000.0,Uncapped,2025
Shreyas Gopal,3000000,Unknown,Chennai Super Kings,Indian,3000000.0,Uncapped,2025
Ramakrishna Ghosh,3000000,Unknown,Chennai Super Kings,Indian,3000000.0,Uncapped,2025
Kamlesh Nagarkoti,3000000,Unknown,Chennai Super Kings,Indian,3000000.0,Uncapped,2025
Mukesh Choudhary,3000000,Unknown,Chennai Super Kings,Indian,3000000.0,Uncapped,2025
Shaik Rasheed,3000000,Unknown,Chennai Super Kings,Indian,3000000.0,Uncapped,2025
KL Rahul,140000000,Unknown,Delhi Capitals,Indian,20000000.0,Capped,2025
Mitchell Starc,117500000,Unknown,Delhi Capitals,Overseas,20000000.0,Capped,2025
T. Natarajan,107500000,Unknown,Delhi Capitals,Indian,20000000.0,Capped,2025
Jake Fraser-Mcgurk,90000000,Unknown,Delhi Capitals,Overseas,20000000.0,Capped,2025
Mukesh Kumar,80000000,Unknown,Delhi Capitals,Overseas,20000000.0,Capped,2025
Harry Brook,62500000,Unknown,Delhi Capitals,Overseas,20000000.0,Capped,2025
Ashutosh Sharma,38000000,Unknown,Delhi Capitals,Indian,3000000.0,Uncapped,2025
Mohit Sharma,22000000,Unknown,Delhi Capitals,Indian,5000000.0,Uncapped,2025
Faf Du Plessis,20000000,Unknown,Delhi Capitals,Overseas,20000000.0,Capped,2025
Sameer Rizvi,9500000,Unknown,Delhi Capitals,Indian,3000000.0,Uncapped,2025
Donovan Ferreira,7500000,Unknown,Delhi Capitals,Overseas,7500000.0,Capped,2025
Dushmantha Chameera,7500000,Unknown,Delhi Capitals,Overseas,7500000.0,Capped,2025
Vipraj Nigam,5000000,Unknown,Delhi Capitals,Indian,3000000.0,Uncapped,2025
Karun Nair,5000000,Unknown,Delhi Capitals,Indian,3000000.0,Uncapped,2025
Madhav Tiwari,4000000,Unknown,Delhi Capitals,Indian,3000000.0,Uncapped,2025
Tripurana Vijay,3000000,Unknown,Delhi Capitals,Indian,3000000.0,Uncapped,2025
Manvanth Kumar L,3000000,Unknown,Delhi Capitals,Indian,3000000.0,Uncapped,2025
Ajay Mandal,3000000,Unknown,Delhi Capitals,Indian,3000000.0,Uncapped,2025
Darshan Nalkande,3000000,Unknown,Delhi Capitals,Indian,3000000.0,Uncapped,2025
Jos  Buttler,157500000,Unknown,Gujarat Titans,Overseas,20000000.0,Capped,2025
Mohammad Siraj,122500000,Unknown,Gujarat Titans,Indian,20000000.0,Capped,2025
Kagiso Rabada,107500000,Unknown,Gujarat Titans,Overseas,20000000.0,Capped,2025
Prasidh Krishna,95000000,Unknown,Gujarat Titans,Indian,20000000.0,Capped,2025
Washington Sundar,32000000,Unknown,Gujarat Titans,Indian,20000000.0,Capped,2025
Sherfane Rutherford,26000000,Unknown,Gujarat Titans,Overseas,15000000.0,Capped,2025
Gerald Coetzee,24000000,Unknown,Gujarat Titans,Overseas,12500000.0,Capped,2025
Glenn Phillips,20000000,Unknown,Gujarat Titans,Overseas,20000000.0,Capped,2025
R. Sai Kishore,20000000,Unknown,Gujarat Titans,Overseas,7500000.0,Capped,2025
Mahipal Lomror,17000000,Unknown,Gujarat Titans,Indian,5000000.0,Uncapped,2025
Gurnoor Singh Brar,13000000,Unknown,Gujarat Titans,Indian,3000000.0,Uncapped,2025
Mohd. Arshad Khan,13000000,Unknown,Gujarat Titans,Indian,3000000.0,Uncapped,2025
Karim Janat,7500000,Unknown,Gujarat Titans,Overseas,7500000.0,Capped,2025
Jayant Yadav,7500000,Unknown,Gujarat Titans,Indian,7500000.0,Capped,2025
Ishant Sharma,7500000,Unknown,Gujarat Titans,Indian,7500000.0,Capped,2025
Kumar Kushagra,6500000,Unknown,Gujarat Titans,Indian,3000000.0,Uncapped,2025
Kulwant Khejroliya,3000000,Unknown,Gujarat Titans,Indian,3000000.0,Uncapped,2025
Manav Suthar,3000000,Unknown,Gujarat Titans,Indian,3000000.0,Uncapped,2025
Anuj Rawat,3000000,Unknown,Gujarat Titans,Indian,3000000.0,Uncapped,2025
Nishant Sindhu,3000000,Unknown,Gujarat Titans,Indian,3000000.0,Uncapped,2025
Venkatesh Iyer,237500000,Unknown,Kolkata Knight Riders,Indian,20000000.0,Capped,2025
Anrich Nortje,65000000,Unknown,Kolkata Knight Riders,Overseas,20000000.0,Capped,2025
Quinton De Kock,36000000,Unknown,Kolkata Knight Riders,Overseas,20000000.0,Capped,2025
Angkrish Raghuvanshi,30000000,Unknown,Kolkata Knight Riders,Indian,3000000.0,Uncapped,2025
Spencer Johnson,28000000,Unknown,Kolkata Knight Riders,Overseas,20000000.0,Capped,2025
Moeen Ali,20000000,Unknown,Kolkata Knight Riders,Overseas,20000000.0,Capped,2025
Rahmanullah Gurbaz,20000000,Unknown,Kolkata Knight Riders,Overseas,20000000.0,Capped,2025
Vaibhav Arora,18000000,Unknown,Kolkata Knight Riders,Indian,3000000.0,Uncapped,2025
Ajinkya Rahane,15000000,Unknown,Kolkata Knight Riders,Indian,15000000.0,Capped,2025
Rovman Powell,15000000,Unknown,Kolkata Knight Riders,Overseas,15000000.0,Capped,2025
Umran  Malik,7500000,Unknown,Kolkata Knight Riders,Indian,7500000.0,Capped,2025
Manish Pandey,7500000,Unknown,Kolkata Knight Riders,Indian,7500000.0,Capped,2025
Anukul Roy,4000000,Unknown,Kolkata Knight Riders,Indian,3000000.0,Uncapped,2025
Luvnith Sisodia,3000000,Unknown,Kolkata Knight Riders,Indian,3000000.0,Uncapped,2025
Mayank Markande,3000000,Unknown,Kolkata Knight Riders,Indian,3000000.0,Uncapped,2025
Rishabh Pant,270000000,Unknown,Lucknow Super Giants,Indian,20000000.0,Capped,2025
Avesh Khan,97500000,Unknown,Lucknow Super Giants,Indian,20000000.0,Capped,2025
Akash Deep,80000000,Unknown,Lucknow Super Giants,Indian,10000000.0,Capped,2025
David Miller,75000000,Unknown,Lucknow Super Giants,Overseas,15000000.0,Capped,2025
Abdul Samad,42000000,Unknown,Lucknow Super Giants,Indian,3000000.0,Uncapped,2025
Mitchell Marsh,34000000,Unknown,Lucknow Super Giants,Overseas,20000000.0,Capped,2025
Shahbaz Ahamad,24000000,Unknown,Lucknow Super Giants,Indian,10000000.0,Capped,2025
Aiden Markram,20000000,Unknown,Lucknow Super Giants,Overseas,20000000.0,Capped,2025
Matthew Breetzke,7500000,Unknown,Lucknow Super Giants,Overseas,7500000.0,Capped,2025
